Most Recent Health Inspection More Than 2 Years Ago,Overall Rating,Health Inspection Rating,Staffing Rating,RN Staffing Rating,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,performance_id
False,2.0,2.0,2.0,3.0,52.0,11,28,0,$0.00,0,0,2925
False,5.0,3.0,4.0,5.0,42.667,1,0,0,$0.00,0,0,2926
False,2.0,4.0,1.0,2.0,28.0,0,2,0,$0.00,0,0,2927
False,4.0,4.0,3.0,3.0,26.0,0,4,0,$0.00,0,0,2928
False,1.0,1.0,4.0,4.0,152.0,3,10,1,$14365.00,0,1,2929
False,1.0,2.0,1.0,1.0,23.333,0,0,0,$0.00,0,0,2930
False,5.0,5.0,3.0,5.0,4.667,0,0,0,$0.00,0,0,2931
False,3.0,4.0,3.0,3.0,20.667,0,0,0,$0.00,0,0,2932
False,3.0,2.0,4.0,4.0,73.333,4,4,1,$21350.00,0,1,2933
False,5.0,4.0,5.0,5.0,24.667,0,8,0,$0.00,0,0,2934
False,1.0,1.0,2.0,4.0,155.667,3,26,0,$0.00,0,0,2935
False,4.0,3.0,3.0,4.0,40.0,1,27,0,$0.00,0,0,2936
False,1.0,2.0,1.0,2.0,60.0,0,12,0,$0.00,0,0,2937
False,4.0,4.0,2.0,3.0,16.667,0,7,0,$0.00,0,0,2938
False,4.0,3.0,,,32.667,0,0,0,$0.00,0,0,2939
False,5.0,4.0,3.0,4.0,22.667,2,3,0,$0.00,0,0,2940
False,5.0,5.0,4.0,3.0,14.0,0,0,0,$0.00,0,0,2941
False,3.0,3.0,3.0,5.0,36.0,0,0,0,$0.00,0,0,2942
False,1.0,1.0,1.0,2.0,171.667,2,5,0,$0.00,0,0,2943
False,5.0,5.0,5.0,5.0,12.0,3,0,0,$0.00,0,0,2944
False,4.0,4.0,4.0,4.0,24.0,0,1,0,$0.00,0,0,2945
False,1.0,1.0,1.0,2.0,81.0,0,9,1,$3250.00,0,1,2946
False,3.0,2.0,2.0,3.0,68.0,3,10,0,$0.00,0,0,2947
False,1.0,1.0,1.0,1.0,92.667,1,22,0,$0.00,0,0,2948
False,3.0,2.0,4.0,4.0,60.0,0,6,0,$0.00,0,0,2949
False,1.0,1.0,1.0,1.0,55.0,6,1,1,$12188.00,0,1,2950
False,1.0,2.0,1.0,1.0,62.0,3,39,0,$0.00,0,0,2951
False,3.0,3.0,2.0,3.0,37.333,0,2,0,$0.00,0,0,2952
False,2.0,2.0,4.0,5.0,62.667,7,5,1,$22068.00,1,2,2953
False,1.0,1.0,2.0,4.0,113.667,1,8,0,$0.00,0,0,2954
False,1.0,1.0,2.0,3.0,201.333,3,39,1,$43290.00,0,1,2955
False,4.0,4.0,3.0,4.0,20.0,2,1,0,$0.00,0,0,2956
False,2.0,2.0,2.0,3.0,63.167,3,4,1,$7952.00,1,2,2957
False,1.0,1.0,2.0,4.0,145.167,1,16,0,$0.00,1,1,2958
False,1.0,1.0,3.0,5.0,199.833,0,0,1,$30350.00,0,1,2959
False,4.0,4.0,,,17.333,0,0,1,$12301.00,0,1,2960
False,1.0,1.0,3.0,5.0,94.667,0,24,0,$0.00,0,0,2961
False,5.0,3.0,4.0,5.0,36.0,2,2,0,$0.00,0,0,2962
False,5.0,3.0,4.0,4.0,34.0,0,3,0,$0.00,1,1,2963
False,1.0,2.0,1.0,2.0,58.667,0,1,0,$0.00,0,0,2964
False,1.0,2.0,3.0,3.0,63.333,1,22,0,$0.00,0,0,2965
False,4.0,3.0,4.0,4.0,36.0,0,2,0,$0.00,0,0,2966
False,3.0,2.0,,,51.333,2,5,0,$0.00,0,0,2967
False,1.0,1.0,3.0,4.0,323.667,0,31,1,$61760.00,1,2,2968
False,3.0,4.0,1.0,1.0,24.0,0,9,0,$0.00,0,0,2969
False,4.0,3.0,4.0,4.0,74.0,0,4,1,$1300.00,1,2,2970
False,5.0,5.0,2.0,3.0,4.667,0,0,0,$0.00,0,0,2971
False,5.0,5.0,4.0,5.0,14.667,0,0,0,$0.00,0,0,2972
False,4.0,4.0,4.0,4.0,22.667,0,0,0,$0.00,0,0,2973
False,4.0,4.0,,,28.0,0,0,0,$0.00,0,0,2974
False,2.0,3.0,3.0,2.0,73.333,0,3,0,$0.00,0,0,2975
False,5.0,5.0,,,8.0,0,0,0,$0.00,0,0,2976
False,4.0,3.0,4.0,4.0,32.667,0,5,0,$0.00,0,0,2977
False,1.0,2.0,2.0,3.0,66.0,0,4,0,$0.00,0,0,2978
False,5.0,5.0,3.0,2.0,2.667,0,0,1,$10725.00,0,1,2979
False,2.0,1.0,2.0,4.0,120.333,7,17,1,$63900.00,1,2,2980
False,1.0,1.0,,,128.333,1,4,2,$2535.00,0,2,2981
False,4.0,4.0,4.0,5.0,23.333,0,8,0,$0.00,0,0,2982
False,4.0,4.0,3.0,5.0,26.667,0,0,0,$0.00,0,0,2983
False,5.0,4.0,4.0,3.0,29.333,0,1,0,$0.00,0,0,2984
False,1.0,1.0,2.0,3.0,133.333,6,30,3,$53608.00,1,4,2985
False,5.0,4.0,3.0,2.0,4.667,0,0,0,$0.00,0,0,2986
False,3.0,2.0,,,52.667,0,13,0,$0.00,0,0,2987
False,1.0,1.0,,,40.0,0,1,2,$10500.00,0,2,2988
False,3.0,3.0,1.0,2.0,36.0,1,3,0,$0.00,0,0,2989
False,2.0,1.0,3.0,3.0,80.167,2,9,1,$16738.00,1,2,2990
False,1.0,1.0,2.0,3.0,82.667,1,10,0,$0.00,0,0,2991
False,3.0,3.0,2.0,4.0,40.0,0,0,0,$0.00,0,0,2992
False,5.0,5.0,2.0,4.0,5.333,0,0,0,$0.00,0,0,2993
False,5.0,5.0,,,9.6,0,0,0,$0.00,0,0,2994
False,1.0,1.0,1.0,2.0,91.333,0,23,0,$0.00,0,0,2995
False,1.0,1.0,2.0,3.0,106.667,0,39,2,$3640.00,0,2,2996
False,1.0,1.0,3.0,2.0,355.0,0,28,2,$44949.00,0,2,2997
False,4.0,3.0,4.0,4.0,40.0,0,3,0,$0.00,0,0,2998
False,5.0,4.0,2.0,2.0,20.0,0,0,0,$0.00,0,0,2999
False,2.0,2.0,3.0,5.0,74.667,0,5,1,$8223.00,0,1,3000
False,1.0,1.0,2.0,3.0,102.0,7,24,1,$3640.00,0,1,3001
False,3.0,2.0,2.0,4.0,60.667,2,14,0,$0.00,0,0,3002
False,2.0,1.0,4.0,3.0,398.333,5,26,0,$0.00,2,2,3003
False,1.0,1.0,1.0,2.0,315.333,9,26,3,$36355.00,1,4,3004
False,5.0,4.0,4.0,4.0,18.667,0,5,0,$0.00,0,0,3005
False,4.0,3.0,2.0,3.0,30.667,0,7,0,$0.00,0,0,3006
False,3.0,2.0,4.0,3.0,59.333,0,14,0,$0.00,0,0,3007
False,1.0,1.0,2.0,3.0,78.667,6,10,1,$24750.00,0,1,3008
False,5.0,4.0,3.0,5.0,14.667,0,2,0,$0.00,0,0,3009
False,5.0,5.0,2.0,4.0,7.333,0,2,0,$0.00,0,0,3010
False,5.0,3.0,4.0,5.0,42.667,2,3,0,$0.00,0,0,3011
False,3.0,3.0,3.0,2.0,46.667,0,8,1,$7150.00,0,1,3012
False,5.0,3.0,4.0,4.0,33.333,0,1,0,$0.00,0,0,3013
False,5.0,4.0,4.0,5.0,51.333,0,0,0,$0.00,0,0,3014
False,4.0,4.0,3.0,3.0,24.667,0,0,0,$0.00,0,0,3015
False,4.0,3.0,4.0,3.0,36.667,0,1,1,$6370.00,1,2,3016
False,1.0,2.0,3.0,3.0,51.333,0,3,0,$0.00,0,0,3017
False,4.0,4.0,3.0,2.0,22.0,0,4,0,$0.00,0,0,3018
False,2.0,2.0,3.0,2.0,75.333,1,12,0,$0.00,0,0,3019
False,4.0,4.0,3.0,4.0,18.667,0,7,0,$0.00,0,0,3020
False,5.0,3.0,5.0,5.0,36.667,1,0,0,$0.00,0,0,3021
False,3.0,3.0,3.0,5.0,40.0,3,23,1,$9360.00,0,1,3022
False,5.0,4.0,2.0,3.0,28.667,0,4,1,$6435.00,0,1,3023
False,3.0,3.0,2.0,4.0,40.667,1,3,0,$0.00,0,0,3024
False,1.0,1.0,2.0,3.0,102.667,6,23,3,$23140.00,0,3,3025
False,4.0,2.0,4.0,3.0,66.667,0,0,0,$0.00,0,0,3026
False,4.0,3.0,3.0,3.0,48.0,0,10,0,$0.00,0,0,3027
False,2.0,1.0,4.0,4.0,112.333,0,0,0,$0.00,0,0,3028
False,2.0,2.0,2.0,2.0,21.333,0,1,1,$5850.00,0,1,3029
False,5.0,4.0,5.0,5.0,21.6,0,3,0,$0.00,0,0,3030
False,1.0,1.0,2.0,1.0,88.667,0,25,0,$0.00,0,0,3031
False,5.0,3.0,4.0,5.0,38.0,2,16,1,$14788.00,0,1,3032
False,3.0,3.0,4.0,5.0,33.333,0,5,0,$0.00,0,0,3033
False,4.0,4.0,4.0,5.0,24.0,0,3,0,$0.00,0,0,3034
False,4.0,4.0,4.0,4.0,4.0,0,0,0,$0.00,0,0,3035
False,1.0,1.0,1.0,1.0,133.5,1,35,1,$33833.00,1,2,3036
False,3.0,3.0,3.0,2.0,68.0,0,7,1,$1105.00,0,1,3037
False,4.0,4.0,4.0,5.0,26.0,0,0,0,$0.00,0,0,3038
False,2.0,1.0,4.0,4.0,185.333,0,1,0,$0.00,0,0,3039
False,5.0,3.0,5.0,5.0,34.0,0,0,0,$0.00,0,0,3040
False,3.0,3.0,4.0,4.0,34.0,0,0,0,$0.00,0,0,3041
False,4.0,4.0,3.0,5.0,20.667,0,0,0,$0.00,0,0,3042
False,2.0,3.0,1.0,1.0,36.667,0,8,0,$0.00,0,0,3043
False,2.0,3.0,3.0,4.0,34.667,2,2,0,$0.00,0,0,3044
False,4.0,4.0,4.0,3.0,29.333,0,2,0,$0.00,0,0,3045
False,4.0,3.0,3.0,4.0,42.667,0,0,2,$5000.00,0,2,3046
False,3.0,3.0,2.0,3.0,33.0,0,7,0,$0.00,0,0,3047
False,4.0,3.0,3.0,3.0,30.667,0,0,1,$8483.00,0,1,3048
False,3.0,3.0,1.0,2.0,46.667,0,4,0,$0.00,0,0,3049
False,5.0,5.0,4.0,4.0,35.333,0,0,0,$0.00,0,0,3050
False,2.0,3.0,3.0,4.0,42.0,3,8,0,$0.00,0,0,3051
False,3.0,3.0,3.0,4.0,47.333,0,3,0,$0.00,0,0,3052
False,4.0,5.0,2.0,2.0,1.333,0,0,0,$0.00,0,0,3053
False,5.0,5.0,5.0,5.0,12.0,0,1,0,$0.00,0,0,3054
False,4.0,4.0,3.0,3.0,26.0,1,17,0,$0.00,0,0,3055
False,5.0,4.0,5.0,5.0,5.333,0,0,0,$0.00,0,0,3056
False,4.0,4.0,4.0,5.0,22.667,2,0,0,$0.00,0,0,3057
False,5.0,5.0,3.0,4.0,12.0,0,1,0,$0.00,0,0,3058
False,4.0,4.0,3.0,5.0,19.333,0,3,0,$0.00,0,0,3059
False,5.0,4.0,5.0,5.0,20.667,0,1,0,$0.00,0,0,3060
False,3.0,3.0,2.0,4.0,48.667,1,19,0,$0.00,0,0,3061
False,2.0,1.0,4.0,4.0,159.333,0,13,1,$6013.00,0,1,3062
False,5.0,3.0,4.0,5.0,36.667,0,1,0,$0.00,0,0,3063
False,3.0,4.0,1.0,1.0,28.0,0,8,0,$0.00,0,0,3064
False,2.0,2.0,2.0,4.0,70.0,0,12,1,$15925.00,0,1,3065
False,4.0,3.0,4.0,4.0,46.0,2,7,0,$0.00,0,0,3066
False,2.0,3.0,2.0,4.0,47.333,0,1,0,$0.00,0,0,3067
False,2.0,3.0,2.0,2.0,41.333,0,5,0,$0.00,0,0,3068
False,3.0,4.0,3.0,3.0,26.667,0,0,0,$0.00,0,0,3069
False,3.0,4.0,4.0,5.0,18.0,0,9,0,$0.00,0,0,3070
False,4.0,3.0,4.0,5.0,36.667,0,8,0,$0.00,0,0,3071
False,1.0,1.0,3.0,3.0,134.333,0,8,2,$2080.00,0,2,3072
False,5.0,4.0,3.0,5.0,17.333,0,2,0,$0.00,0,0,3073
False,1.0,1.0,2.0,3.0,88.0,2,31,0,$0.00,0,0,3074
False,4.0,5.0,1.0,2.0,13.333,2,0,0,$0.00,0,0,3075
False,2.0,2.0,3.0,5.0,60.667,0,10,0,$0.00,0,0,3076
False,1.0,1.0,3.0,3.0,90.0,0,18,2,$11993.00,0,2,3077
False,4.0,4.0,4.0,5.0,44.0,0,0,0,$0.00,0,0,3078
False,1.0,1.0,2.0,3.0,174.833,0,25,2,$188999.00,2,4,3079
False,1.0,1.0,3.0,5.0,222.333,0,8,0,$0.00,0,0,3080
False,1.0,1.0,2.0,3.0,130.667,0,20,1,$5265.00,0,1,3081
False,4.0,3.0,2.0,4.0,36.667,0,17,0,$0.00,0,0,3082
False,2.0,3.0,2.0,4.0,47.333,0,9,0,$0.00,0,0,3083
False,3.0,2.0,4.0,5.0,19.333,0,2,1,$10400.00,0,1,3084
False,2.0,1.0,4.0,3.0,107.5,0,7,1,$96000.00,0,1,3085
False,1.0,1.0,1.0,1.0,86.667,0,21,0,$0.00,0,0,3086
False,5.0,5.0,5.0,5.0,13.333,0,0,1,$3900.00,0,1,3087
False,2.0,1.0,4.0,3.0,80.0,1,14,0,$0.00,0,0,3088
False,4.0,3.0,3.0,3.0,36.0,0,3,0,$0.00,0,0,3089
False,2.0,2.0,2.0,4.0,50.0,0,11,0,$0.00,0,0,3090
False,2.0,2.0,3.0,2.0,51.333,0,3,0,$0.00,0,0,3091
False,5.0,5.0,3.0,4.0,9.333,0,4,0,$0.00,0,0,3092
False,2.0,1.0,4.0,3.0,201.667,9,21,3,$70038.00,0,3,3093
False,4.0,3.0,5.0,5.0,31.333,0,0,0,$0.00,0,0,3094
False,3.0,2.0,4.0,5.0,88.667,0,7,0,$0.00,0,0,3095
False,4.0,5.0,1.0,1.0,8.0,0,0,0,$0.00,0,0,3096
False,1.0,1.0,2.0,2.0,40.0,0,3,0,$0.00,0,0,3097
False,1.0,2.0,2.0,4.0,54.0,2,0,0,$0.00,0,0,3098
False,1.0,2.0,1.0,2.0,18.0,0,2,1,$3120.00,0,1,3099
False,2.0,3.0,3.0,5.0,34.0,0,1,0,$0.00,0,0,3100
False,1.0,1.0,2.0,4.0,84.667,2,45,1,$3250.00,0,1,3101
False,1.0,1.0,2.0,4.0,77.333,3,23,0,$0.00,0,0,3102
False,4.0,4.0,4.0,4.0,20.0,1,3,0,$0.00,0,0,3103
False,5.0,4.0,5.0,5.0,40.667,0,0,0,$0.00,0,0,3104
False,2.0,2.0,2.0,1.0,69.0,0,0,0,$0.00,0,0,3105
False,4.0,3.0,2.0,2.0,35.333,0,0,0,$0.00,0,0,3106
False,5.0,4.0,2.0,3.0,24.0,0,13,1,$26100.00,0,1,3107
False,2.0,1.0,4.0,4.0,111.5,2,27,1,$20000.00,0,1,3108
False,5.0,4.0,5.0,5.0,27.333,3,1,0,$0.00,0,0,3109
False,3.0,2.0,5.0,5.0,50.0,0,16,0,$0.00,0,0,3110
False,4.0,2.0,5.0,5.0,97.667,0,3,1,$3900.00,0,1,3111
False,4.0,4.0,2.0,3.0,21.333,0,2,0,$0.00,0,0,3112
False,3.0,5.0,1.0,2.0,12.0,0,0,0,$0.00,0,0,3113
False,2.0,1.0,3.0,3.0,410.5,0,24,0,$0.00,1,1,3114
False,2.0,1.0,4.0,4.0,93.333,0,18,1,$11245.00,0,1,3115
False,5.0,3.0,4.0,5.0,36.667,0,2,0,$0.00,0,0,3116
False,5.0,3.0,4.0,4.0,32.0,2,9,0,$0.00,0,0,3117
False,1.0,1.0,3.0,4.0,123.333,2,15,1,$14105.00,0,1,3118
False,1.0,2.0,3.0,2.0,63.333,5,0,1,$8100.00,0,1,3119
False,1.0,2.0,1.0,2.0,54.0,0,11,0,$0.00,0,0,3120
False,1.0,1.0,3.0,3.0,367.833,4,23,2,$200465.00,1,3,3121
False,1.0,2.0,3.0,1.0,26.667,0,3,0,$0.00,0,0,3122
False,3.0,3.0,3.0,3.0,36.0,0,4,0,$0.00,0,0,3123
False,5.0,4.0,5.0,5.0,21.333,0,0,0,$0.00,0,0,3124
False,1.0,1.0,,,100.667,0,1,1,$9328.00,0,1,3125
False,3.0,4.0,3.0,5.0,28.667,0,0,0,$0.00,0,0,3126
False,5.0,5.0,3.0,2.0,14.0,0,5,0,$0.00,0,0,3127
False,4.0,4.0,3.0,4.0,12.667,0,8,0,$0.00,0,0,3128
False,3.0,2.0,4.0,5.0,69.333,1,13,0,$0.00,0,0,3129
False,1.0,1.0,3.0,2.0,37.333,0,1,0,$0.00,0,0,3130
False,4.0,3.0,4.0,4.0,69.333,0,4,0,$0.00,0,0,3131
False,5.0,4.0,5.0,5.0,41.333,0,0,1,$975.00,0,1,3132
False,5.0,4.0,5.0,5.0,38.0,0,1,0,$0.00,0,0,3133
False,1.0,1.0,4.0,4.0,96.667,1,5,1,$19890.00,0,1,3134
False,4.0,3.0,2.0,4.0,43.333,0,6,0,$0.00,0,0,3135
False,4.0,3.0,4.0,5.0,48.0,0,10,0,$0.00,0,0,3136
False,3.0,2.0,5.0,5.0,52.667,4,5,2,$13683.00,0,2,3137
False,2.0,1.0,4.0,4.0,142.0,0,1,1,$1170.00,0,1,3138
False,2.0,3.0,3.0,3.0,48.0,0,1,0,$0.00,0,0,3139
False,4.0,4.0,3.0,4.0,31.333,0,2,0,$0.00,0,0,3140
False,3.0,3.0,3.0,4.0,32.667,1,8,0,$0.00,0,0,3141
False,1.0,1.0,2.0,3.0,96.667,8,8,1,$7525.00,0,1,3142
False,5.0,4.0,5.0,5.0,24.0,0,1,0,$0.00,0,0,3143
False,5.0,5.0,3.0,2.0,0.667,0,0,0,$0.00,0,0,3144
False,4.0,3.0,3.0,3.0,45.333,0,5,0,$0.00,0,0,3145
False,4.0,2.0,5.0,5.0,65.0,0,6,1,$6175.00,0,1,3146
False,2.0,2.0,2.0,4.0,55.333,2,6,0,$0.00,0,0,3147
False,1.0,1.0,2.0,3.0,114.667,2,6,2,$168670.00,0,2,3148
False,4.0,3.0,3.0,3.0,58.0,0,0,0,$0.00,0,0,3149
False,5.0,3.0,5.0,5.0,39.167,8,9,1,$14853.00,0,1,3150
False,5.0,4.0,5.0,5.0,22.0,0,2,0,$0.00,0,0,3151
False,3.0,3.0,3.0,5.0,37.333,3,4,0,$0.00,0,0,3152
False,5.0,5.0,,,4.667,0,0,0,$0.00,0,0,3153
False,3.0,3.0,3.0,5.0,35.333,0,2,0,$0.00,0,0,3154
False,2.0,1.0,,,78.0,1,20,0,$0.00,0,0,3155
False,4.0,4.0,4.0,4.0,18.667,0,1,0,$0.00,0,0,3156
False,5.0,4.0,2.0,3.0,22.667,0,5,0,$0.00,0,0,3157
False,1.0,1.0,1.0,2.0,112.167,3,36,1,$148395.00,1,2,3158
False,5.0,4.0,5.0,5.0,20.0,4,0,0,$0.00,0,0,3159
False,5.0,5.0,5.0,5.0,2.667,0,0,0,$0.00,0,0,3160
False,5.0,4.0,2.0,3.0,27.333,0,6,0,$0.00,0,0,3161
False,5.0,5.0,3.0,4.0,13.333,0,0,0,$0.00,0,0,3162
False,2.0,2.0,3.0,3.0,83.333,0,3,0,$0.00,1,1,3163
False,1.0,2.0,3.0,2.0,18.0,0,6,1,$6500.00,0,1,3164
False,2.0,2.0,3.0,5.0,62.0,0,0,0,$0.00,0,0,3165
False,3.0,2.0,3.0,4.0,49.333,0,8,1,$4388.00,0,1,3166
False,5.0,3.0,5.0,5.0,33.667,0,3,1,$7768.00,0,1,3167
False,1.0,1.0,2.0,3.0,161.333,3,16,3,$19435.00,1,4,3168
False,5.0,4.0,4.0,5.0,28.667,0,2,0,$0.00,0,0,3169
False,4.0,5.0,2.0,4.0,14.0,0,0,0,$0.00,0,0,3170
False,3.0,3.0,2.0,3.0,34.667,2,8,0,$0.00,0,0,3171
False,1.0,3.0,1.0,2.0,17.333,0,0,0,$0.00,0,0,3172
False,4.0,3.0,3.0,4.0,28.667,0,7,3,$19715.00,1,4,3173
False,3.0,3.0,3.0,3.0,42.0,0,4,0,$0.00,0,0,3174
False,5.0,4.0,5.0,5.0,45.333,0,3,1,$975.00,0,1,3175
False,1.0,1.0,2.0,4.0,123.5,0,3,1,$4270.00,0,1,3176
False,3.0,2.0,5.0,5.0,68.667,4,13,1,$15050.00,0,1,3177
False,2.0,2.0,2.0,4.0,62.667,0,4,0,$0.00,0,0,3178
False,5.0,4.0,4.0,4.0,26.667,1,0,0,$0.00,0,0,3179
False,4.0,4.0,3.0,3.0,23.333,0,2,0,$0.00,0,0,3180
False,4.0,3.0,2.0,2.0,32.667,0,6,0,$0.00,0,0,3181
False,3.0,2.0,4.0,4.0,54.0,2,15,0,$0.00,0,0,3182
False,3.0,3.0,3.0,4.0,38.667,0,3,0,$0.00,0,0,3183
False,4.0,4.0,4.0,5.0,30.0,0,0,0,$0.00,0,0,3184
False,1.0,1.0,1.0,1.0,237.333,2,61,1,$8971.00,0,1,3185
False,4.0,3.0,5.0,5.0,32.667,0,0,0,$0.00,0,0,3186
False,3.0,3.0,1.0,2.0,37.333,0,6,0,$0.00,0,0,3187
False,3.0,2.0,5.0,5.0,64.0,3,3,0,$0.00,0,0,3188
False,3.0,2.0,3.0,2.0,60.667,2,15,0,$0.00,0,0,3189
False,2.0,2.0,3.0,5.0,76.0,0,26,1,$20183.00,1,2,3190
False,2.0,3.0,3.0,3.0,41.333,0,4,0,$0.00,0,0,3191
False,5.0,4.0,3.0,5.0,15.333,2,0,0,$0.00,0,0,3192
False,2.0,3.0,2.0,3.0,36.667,0,4,0,$0.00,0,0,3193
False,1.0,2.0,2.0,3.0,70.0,0,4,1,$6793.00,0,1,3194
False,1.0,1.0,1.0,2.0,107.5,0,36,2,$58305.00,1,3,3195
False,3.0,3.0,3.0,5.0,32.0,0,6,0,$0.00,0,0,3196
False,2.0,1.0,4.0,4.0,120.667,4,15,2,$45195.00,0,2,3197
False,2.0,2.0,4.0,5.0,50.0,2,16,0,$0.00,0,0,3198
False,4.0,4.0,2.0,3.0,21.333,0,0,0,$0.00,0,0,3199
False,4.0,4.0,4.0,5.0,23.333,0,2,0,$0.00,0,0,3200
False,3.0,4.0,3.0,3.0,30.667,0,0,0,$0.00,0,0,3201
False,4.0,4.0,4.0,4.0,24.0,0,2,0,$0.00,0,0,3202
False,3.0,4.0,2.0,3.0,23.333,0,3,0,$0.00,0,0,3203
False,2.0,1.0,5.0,5.0,209.667,4,12,2,$85931.00,1,3,3204
False,2.0,2.0,2.0,4.0,46.667,2,5,0,$0.00,0,0,3205
False,3.0,3.0,3.0,4.0,40.667,0,5,0,$0.00,0,0,3206
False,1.0,2.0,2.0,1.0,20.667,0,1,0,$0.00,0,0,3207
False,5.0,3.0,5.0,5.0,37.333,0,0,0,$0.00,0,0,3208
False,5.0,5.0,2.0,4.0,14.0,1,10,0,$0.00,0,0,3209
False,4.0,2.0,4.0,5.0,71.333,0,10,0,$0.00,0,0,3210
False,2.0,1.0,4.0,5.0,128.333,0,0,1,$23693.00,0,1,3211
False,1.0,2.0,1.0,2.0,26.667,0,0,0,$0.00,0,0,3212
False,3.0,2.0,4.0,4.0,43.333,0,5,0,$0.00,0,0,3213
False,2.0,2.0,1.0,2.0,54.667,1,30,1,$10823.00,0,1,3214
False,2.0,2.0,4.0,3.0,98.667,0,2,1,$1040.00,0,1,3215
False,4.0,3.0,,,15.333,0,0,0,$0.00,0,0,3216
False,1.0,1.0,3.0,4.0,84.667,0,11,1,$5688.00,0,1,3217
False,5.0,4.0,4.0,4.0,47.333,0,0,1,$1040.00,1,2,3218
False,1.0,2.0,1.0,1.0,28.0,0,0,0,$0.00,0,0,3219
False,2.0,1.0,3.0,5.0,179.0,0,64,2,$40690.00,0,2,3220
False,3.0,3.0,2.0,2.0,11.333,0,2,1,$3600.00,0,1,3221
False,4.0,3.0,4.0,5.0,43.333,0,6,0,$0.00,0,0,3222
False,3.0,3.0,2.0,3.0,42.667,2,2,0,$0.00,0,0,3223
False,5.0,4.0,2.0,3.0,28.667,0,7,0,$0.00,0,0,3224
False,1.0,2.0,3.0,3.0,56.833,0,5,1,$6370.00,0,1,3225
False,4.0,3.0,4.0,3.0,32.667,0,7,0,$0.00,0,0,3226
False,1.0,1.0,1.0,2.0,58.0,0,0,0,$0.00,0,0,3227
False,5.0,4.0,5.0,5.0,18.667,0,4,0,$0.00,0,0,3228
False,4.0,4.0,3.0,5.0,25.333,2,1,0,$0.00,0,0,3229
False,2.0,2.0,2.0,3.0,52.0,3,13,1,$6143.00,0,1,3230
False,3.0,2.0,4.0,5.0,53.333,5,12,0,$0.00,0,0,3231
False,2.0,2.0,2.0,3.0,76.667,1,15,2,$10238.00,0,2,3232
False,4.0,4.0,,,21.333,3,0,0,$0.00,0,0,3233
False,4.0,4.0,2.0,4.0,20.0,0,0,0,$0.00,0,0,3234
False,2.0,1.0,4.0,4.0,125.333,0,22,2,$3445.00,0,2,3235
False,4.0,4.0,3.0,4.0,28.0,0,0,0,$0.00,0,0,3236
False,5.0,4.0,4.0,5.0,21.333,0,0,0,$0.00,0,0,3237
False,3.0,3.0,2.0,4.0,48.667,5,15,0,$0.00,0,0,3238
False,2.0,4.0,1.0,2.0,8.667,0,3,0,$0.00,0,0,3239
False,3.0,3.0,5.0,5.0,36.0,1,0,0,$0.00,0,0,3240
False,1.0,1.0,3.0,4.0,88.667,1,8,0,$0.00,0,0,3241
False,3.0,3.0,3.0,3.0,44.0,4,1,0,$0.00,0,0,3242
False,3.0,3.0,3.0,4.0,36.0,0,5,0,$0.00,0,0,3243
False,3.0,4.0,2.0,3.0,25.333,0,3,0,$0.00,0,0,3244
False,1.0,1.0,3.0,3.0,116.0,0,3,0,$0.00,1,1,3245
False,2.0,1.0,4.0,5.0,137.667,0,9,1,$1105.00,0,1,3246
False,3.0,2.0,4.0,4.0,18.0,0,0,0,$0.00,0,0,3247
False,2.0,1.0,4.0,5.0,117.333,1,0,0,$0.00,0,0,3248
False,3.0,3.0,5.0,5.0,58.667,0,12,1,$1105.00,0,1,3249
False,3.0,4.0,2.0,4.0,28.667,3,1,0,$0.00,0,0,3250
False,2.0,1.0,4.0,4.0,152.167,2,32,3,$325310.00,2,5,3251
False,3.0,2.0,4.0,4.0,66.0,3,10,0,$0.00,0,0,3252
False,2.0,1.0,5.0,5.0,80.667,6,4,0,$0.00,0,0,3253
False,2.0,3.0,1.0,2.0,35.333,0,11,0,$0.00,0,0,3254
False,4.0,3.0,3.0,5.0,35.333,1,0,0,$0.00,0,0,3255
False,2.0,1.0,4.0,5.0,78.0,0,14,0,$0.00,0,0,3256
False,3.0,3.0,3.0,3.0,28.667,2,1,0,$0.00,0,0,3257
False,2.0,3.0,2.0,4.0,46.0,2,1,0,$0.00,0,0,3258
False,3.0,4.0,2.0,2.0,17.333,0,0,0,$0.00,0,0,3259
False,1.0,1.0,3.0,4.0,79.667,0,12,0,$0.00,0,0,3260
False,2.0,2.0,2.0,3.0,54.667,5,4,0,$0.00,0,0,3261
False,2.0,2.0,1.0,2.0,66.667,0,4,0,$0.00,0,0,3262
False,2.0,2.0,3.0,4.0,66.0,0,1,0,$0.00,0,0,3263
False,5.0,5.0,,,2.0,0,0,0,$0.00,0,0,3264
False,1.0,1.0,3.0,3.0,126.667,2,29,3,$77285.00,0,3,3265
False,1.0,2.0,1.0,1.0,70.0,3,21,1,$41370.00,0,1,3266
False,2.0,2.0,3.0,4.0,50.667,3,14,0,$0.00,1,1,3267
False,4.0,5.0,1.0,1.0,0.0,0,0,0,$0.00,0,0,3268
False,4.0,3.0,,,46.667,2,7,0,$0.00,0,0,3269
False,1.0,2.0,2.0,2.0,56.667,10,5,0,$0.00,0,0,3270
