Most Recent Health Inspection More Than 2 Years Ago,Overall Rating,Health Inspection Rating,Staffing Rating,RN Staffing Rating,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,performance_id
False,2.0,2.0,3.0,4.0,86.667,2,7,0,$0.00,0,0,5824
False,2.0,3.0,2.0,2.0,23.333,0,2,0,$0.00,0,0,5825
False,5.0,4.0,5.0,5.0,10.0,1,0,0,$0.00,0,0,5826
False,1.0,2.0,2.0,2.0,70.0,1,11,0,$0.00,0,0,5827
False,2.0,1.0,4.0,5.0,79.333,1,2,0,$0.00,0,0,5828
False,1.0,1.0,3.0,4.0,60.667,0,0,0,$0.00,0,0,5829
False,4.0,5.0,4.0,4.0,3.333,2,0,0,$0.00,0,0,5830
False,4.0,2.0,5.0,5.0,46.667,0,0,0,$0.00,0,0,5831
False,1.0,1.0,3.0,4.0,98.667,0,2,0,$0.00,0,0,5832
False,3.0,2.0,5.0,5.0,38.0,1,2,0,$0.00,0,0,5833
False,2.0,2.0,3.0,3.0,94.333,4,4,0,$0.00,1,1,5834
False,4.0,3.0,5.0,5.0,35.333,1,0,0,$0.00,0,0,5835
False,2.0,1.0,3.0,3.0,98.667,5,2,0,$0.00,1,1,5836
False,5.0,4.0,4.0,5.0,16.0,0,0,0,$0.00,0,0,5837
False,4.0,3.0,4.0,4.0,32.333,0,0,0,$0.00,1,1,5838
False,2.0,1.0,4.0,5.0,76.0,2,0,0,$0.00,0,0,5839
False,4.0,4.0,2.0,3.0,5.333,1,0,0,$0.00,0,0,5840
False,2.0,2.0,3.0,2.0,88.0,3,36,2,$17713.00,0,2,5841
False,2.0,2.0,3.0,2.0,80.0,1,19,0,$0.00,0,0,5842
False,2.0,2.0,2.0,4.0,54.667,0,0,0,$0.00,0,0,5843
False,4.0,4.0,4.0,3.0,22.0,0,1,0,$0.00,0,0,5844
False,2.0,1.0,4.0,4.0,73.667,3,2,3,$42032.00,0,3,5845
False,4.0,4.0,3.0,4.0,30.667,0,1,0,$0.00,0,0,5846
False,5.0,4.0,4.0,3.0,6.0,0,0,0,$0.00,0,0,5847
False,3.0,4.0,4.0,4.0,12.0,0,1,0,$0.00,0,0,5848
False,5.0,4.0,4.0,5.0,4.0,0,0,0,$0.00,0,0,5849
False,4.0,4.0,3.0,5.0,14.0,0,1,0,$0.00,0,0,5850
False,3.0,2.0,4.0,4.0,80.833,7,3,1,$18005.00,1,2,5851
False,2.0,2.0,3.0,4.0,49.333,0,1,1,$8288.00,0,1,5852
False,4.0,2.0,4.0,5.0,91.333,3,6,1,$8750.00,0,1,5853
False,3.0,2.0,4.0,5.0,39.333,2,0,3,$11615.00,0,3,5854
False,3.0,2.0,4.0,5.0,31.333,0,0,0,$0.00,0,0,5855
False,4.0,3.0,4.0,5.0,16.667,0,0,1,$11408.00,0,1,5856
False,3.0,3.0,3.0,1.0,24.667,1,0,0,$0.00,0,0,5857
False,3.0,2.0,4.0,5.0,57.667,0,0,0,$0.00,0,0,5858
False,4.0,3.0,5.0,5.0,47.333,0,1,0,$0.00,0,0,5859
False,1.0,1.0,3.0,2.0,70.0,0,0,0,$0.00,0,0,5860
False,3.0,2.0,3.0,2.0,91.5,1,13,0,$0.00,0,0,5861
False,4.0,3.0,4.0,4.0,18.0,0,6,0,$0.00,0,0,5862
False,4.0,3.0,2.0,4.0,36.667,1,0,0,$0.00,0,0,5863
False,4.0,3.0,4.0,3.0,56.667,4,8,1,$4778.00,0,1,5864
False,4.0,3.0,4.0,4.0,26.0,0,2,1,$1625.00,0,1,5865
False,4.0,3.0,4.0,3.0,55.333,2,1,2,$18948.00,0,2,5866
False,2.0,2.0,3.0,2.0,65.333,3,13,1,$9068.00,0,1,5867
False,3.0,2.0,4.0,4.0,80.0,7,19,0,$0.00,0,0,5868
False,1.0,1.0,3.0,3.0,103.333,1,5,2,$52813.00,1,3,5869
False,4.0,2.0,4.0,5.0,79.333,19,9,0,$0.00,0,0,5870
False,5.0,4.0,5.0,5.0,10.667,1,3,0,$0.00,0,0,5871
False,1.0,1.0,1.0,1.0,314.667,3,48,2,$45533.00,1,3,5872
False,4.0,3.0,2.0,3.0,44.0,3,4,0,$0.00,0,0,5873
False,2.0,2.0,2.0,2.0,70.667,6,13,0,$0.00,0,0,5874
False,1.0,1.0,1.0,2.0,97.667,1,6,1,$72085.00,0,1,5875
False,5.0,3.0,4.0,4.0,54.0,6,14,0,$0.00,0,0,5876
False,5.0,4.0,5.0,5.0,20.667,1,1,1,$9555.00,0,1,5877
False,1.0,1.0,4.0,5.0,243.667,5,43,4,$44720.00,1,5,5878
False,4.0,3.0,5.0,5.0,14.667,1,0,1,$1625.00,0,1,5879
False,4.0,3.0,4.0,3.0,18.667,0,2,0,$0.00,0,0,5880
False,4.0,3.0,4.0,5.0,22.0,1,1,1,$1625.00,0,1,5881
False,2.0,2.0,3.0,3.0,28.0,1,0,1,$2500.00,0,1,5882
False,4.0,3.0,4.0,5.0,24.667,0,0,0,$0.00,0,0,5883
False,2.0,2.0,2.0,4.0,78.5,8,24,1,$5136.00,1,2,5884
False,2.0,1.0,4.0,5.0,192.833,16,36,4,$79593.00,2,6,5885
False,2.0,2.0,3.0,5.0,44.0,0,2,0,$0.00,0,0,5886
False,4.0,4.0,2.0,3.0,10.0,0,0,0,$0.00,0,0,5887
False,4.0,2.0,5.0,5.0,37.333,1,1,2,$3575.00,0,2,5888
False,1.0,2.0,3.0,4.0,37.333,0,0,0,$0.00,0,0,5889
False,3.0,2.0,5.0,5.0,28.667,0,0,0,$0.00,0,0,5890
False,3.0,2.0,4.0,4.0,78.667,4,10,2,$9556.00,0,2,5891
False,5.0,4.0,,,31.333,1,0,0,$0.00,0,0,5892
False,4.0,3.0,5.0,5.0,27.333,0,1,0,$0.00,0,0,5893
False,5.0,3.0,4.0,4.0,64.667,1,8,0,$0.00,0,0,5894
False,4.0,4.0,3.0,3.0,11.333,2,0,0,$0.00,1,1,5895
False,1.0,1.0,3.0,2.0,117.0,3,34,1,$24581.00,0,1,5896
False,3.0,3.0,5.0,5.0,21.333,1,0,0,$0.00,0,0,5897
False,2.0,2.0,4.0,4.0,41.333,0,2,0,$0.00,0,0,5898
False,3.0,2.0,2.0,3.0,92.833,5,10,0,$0.00,0,0,5899
False,1.0,1.0,2.0,2.0,72.667,1,1,1,$2000.00,0,1,5900
False,2.0,2.0,3.0,5.0,96.0,7,8,1,$5363.00,0,1,5901
False,2.0,1.0,4.0,4.0,315.5,0,14,2,$163833.00,1,3,5902
False,3.0,3.0,3.0,3.0,26.0,0,0,0,$0.00,0,0,5903
False,1.0,1.0,3.0,4.0,284.0,8,8,0,$0.00,2,2,5904
False,1.0,1.0,2.0,3.0,100.667,0,2,0,$0.00,0,0,5905
False,4.0,2.0,4.0,4.0,35.333,1,0,1,$1300.00,0,1,5906
False,1.0,1.0,3.0,2.0,202.833,14,4,3,$67478.00,1,4,5907
False,4.0,2.0,4.0,3.0,27.333,0,0,0,$0.00,0,0,5908
False,1.0,1.0,3.0,3.0,222.667,15,37,2,$48165.00,1,3,5909
False,1.0,1.0,3.0,3.0,164.667,11,23,3,$71375.00,1,4,5910
False,2.0,1.0,4.0,4.0,91.333,0,1,0,$0.00,0,0,5911
False,4.0,3.0,4.0,4.0,60.667,0,22,0,$0.00,0,0,5912
False,4.0,3.0,4.0,5.0,28.0,0,0,0,$0.00,0,0,5913
False,4.0,4.0,4.0,5.0,21.333,0,0,0,$0.00,0,0,5914
False,2.0,1.0,2.0,2.0,142.667,0,5,0,$0.00,0,0,5915
False,3.0,3.0,3.0,3.0,51.333,7,9,1,$16088.00,0,1,5916
False,1.0,1.0,1.0,2.0,261.333,4,46,1,$25025.00,2,3,5917
False,4.0,4.0,3.0,4.0,12.667,1,0,0,$0.00,0,0,5918
False,3.0,3.0,3.0,3.0,50.0,8,8,0,$0.00,0,0,5919
False,1.0,1.0,3.0,3.0,64.667,2,2,2,$36985.00,0,2,5920
False,2.0,2.0,3.0,3.0,59.667,0,0,0,$0.00,0,0,5921
False,4.0,3.0,4.0,4.0,16.0,0,2,1,$1979.00,0,1,5922
False,2.0,1.0,4.0,5.0,97.333,0,16,0,$0.00,0,0,5923
False,3.0,3.0,3.0,4.0,53.333,6,2,0,$0.00,0,0,5924
False,3.0,3.0,4.0,4.0,36.0,0,1,0,$0.00,0,0,5925
False,3.0,2.0,4.0,4.0,45.333,0,1,1,$1560.00,0,1,5926
False,3.0,3.0,3.0,4.0,61.333,14,0,1,$7605.00,2,3,5927
False,4.0,2.0,4.0,4.0,38.0,0,0,0,$0.00,0,0,5928
False,4.0,4.0,3.0,4.0,8.667,0,0,0,$0.00,0,0,5929
False,1.0,1.0,3.0,3.0,117.333,0,1,0,$0.00,0,0,5930
False,2.0,3.0,3.0,3.0,60.667,2,13,1,$7280.00,0,1,5931
False,1.0,1.0,2.0,2.0,126.0,2,9,1,$120587.00,0,1,5932
False,1.0,1.0,5.0,5.0,254.333,26,43,4,$76926.00,2,6,5933
False,1.0,1.0,3.0,5.0,166.0,8,41,2,$20703.00,0,2,5934
False,5.0,4.0,2.0,2.0,40.667,1,5,1,$5005.00,0,1,5935
False,1.0,2.0,3.0,3.0,29.333,0,0,0,$0.00,0,0,5936
False,1.0,1.0,4.0,4.0,175.667,7,32,0,$0.00,0,0,5937
False,5.0,4.0,5.0,5.0,24.0,0,3,0,$0.00,0,0,5938
False,1.0,1.0,3.0,3.0,304.5,2,10,1,$4388.00,0,1,5939
False,4.0,2.0,4.0,5.0,78.0,2,0,1,$10693.00,0,1,5940
False,5.0,4.0,3.0,3.0,42.0,0,6,0,$0.00,0,0,5941
False,4.0,3.0,3.0,3.0,19.333,0,0,0,$0.00,0,0,5942
False,3.0,3.0,3.0,2.0,49.333,6,21,0,$0.00,0,0,5943
False,2.0,2.0,2.0,3.0,74.0,1,9,0,$0.00,0,0,5944
False,1.0,2.0,3.0,3.0,35.333,1,6,0,$0.00,0,0,5945
False,4.0,3.0,4.0,3.0,43.667,8,0,0,$0.00,0,0,5946
False,2.0,2.0,2.0,4.0,64.667,2,9,0,$0.00,0,0,5947
False,2.0,2.0,2.0,4.0,77.333,15,6,0,$0.00,0,0,5948
False,4.0,3.0,5.0,5.0,56.0,4,3,0,$0.00,0,0,5949
False,5.0,4.0,5.0,5.0,30.0,1,0,0,$0.00,0,0,5950
False,4.0,3.0,4.0,4.0,44.0,1,0,1,$14000.00,0,1,5951
False,1.0,1.0,3.0,3.0,111.5,0,13,2,$14008.00,0,2,5952
False,3.0,2.0,4.0,4.0,28.667,0,0,1,$18900.00,0,1,5953
False,4.0,4.0,4.0,5.0,25.333,2,2,0,$0.00,0,0,5954
False,1.0,1.0,4.0,4.0,107.0,2,2,2,$98735.00,0,2,5955
False,5.0,4.0,4.0,5.0,35.333,1,2,0,$0.00,0,0,5956
False,1.0,1.0,3.0,3.0,92.667,1,2,0,$0.00,0,0,5957
False,4.0,4.0,3.0,2.0,41.333,1,5,2,$21646.00,0,2,5958
False,4.0,4.0,3.0,2.0,29.333,0,11,0,$0.00,0,0,5959
False,3.0,2.0,3.0,3.0,84.333,10,1,1,$25643.00,0,1,5960
False,4.0,3.0,4.0,3.0,44.0,1,0,0,$0.00,0,0,5961
False,2.0,1.0,5.0,5.0,106.667,1,12,0,$0.00,0,0,5962
False,4.0,3.0,4.0,3.0,22.667,2,0,0,$0.00,0,0,5963
False,5.0,5.0,4.0,5.0,2.667,0,1,0,$0.00,0,0,5964
False,2.0,1.0,4.0,4.0,64.0,1,1,2,$26975.00,0,2,5965
False,2.0,1.0,4.0,4.0,109.333,1,47,0,$0.00,0,0,5966
False,2.0,2.0,3.0,2.0,50.667,1,1,0,$0.00,0,0,5967
False,4.0,3.0,4.0,5.0,47.333,1,2,0,$0.00,0,0,5968
False,5.0,4.0,3.0,4.0,36.667,2,0,0,$0.00,0,0,5969
False,5.0,5.0,3.0,3.0,18.667,0,0,0,$0.00,0,0,5970
False,1.0,1.0,2.0,2.0,75.333,4,4,1,$14850.00,0,1,5971
False,1.0,1.0,2.0,1.0,167.833,3,5,2,$111540.00,1,3,5972
False,3.0,3.0,2.0,2.0,63.333,4,14,0,$0.00,0,0,5973
False,3.0,3.0,3.0,2.0,58.0,0,8,0,$0.00,0,0,5974
False,5.0,4.0,4.0,4.0,26.0,0,2,0,$0.00,0,0,5975
False,2.0,2.0,3.0,3.0,77.333,3,6,0,$0.00,0,0,5976
False,1.0,2.0,2.0,2.0,33.333,1,2,0,$0.00,0,0,5977
False,4.0,4.0,,,38.0,2,0,0,$0.00,0,0,5978
False,4.0,3.0,3.0,4.0,60.0,9,15,0,$0.00,0,0,5979
False,3.0,2.0,4.0,3.0,40.667,0,1,0,$0.00,0,0,5980
False,3.0,2.0,3.0,3.0,66.0,4,10,0,$0.00,0,0,5981
False,3.0,2.0,4.0,4.0,64.667,4,7,0,$0.00,0,0,5982
False,5.0,4.0,5.0,5.0,24.667,2,0,0,$0.00,0,0,5983
False,2.0,1.0,3.0,5.0,102.667,12,6,1,$15925.00,1,2,5984
False,2.0,2.0,3.0,3.0,70.0,18,2,1,$8190.00,0,1,5985
False,5.0,4.0,4.0,5.0,41.333,4,0,0,$0.00,0,0,5986
False,2.0,3.0,,,26.0,0,0,0,$0.00,0,0,5987
False,5.0,5.0,3.0,5.0,7.333,0,1,1,$975.00,0,1,5988
False,4.0,3.0,4.0,4.0,51.333,6,15,0,$0.00,0,0,5989
False,4.0,2.0,5.0,5.0,80.667,7,5,0,$0.00,0,0,5990
False,1.0,1.0,1.0,1.0,201.667,3,22,1,$17518.00,0,1,5991
False,5.0,5.0,3.0,5.0,8.0,0,0,0,$0.00,0,0,5992
False,1.0,1.0,4.0,3.0,127.333,7,31,0,$0.00,0,0,5993
False,3.0,2.0,4.0,4.0,72.0,9,6,2,$38903.00,0,2,5994
False,3.0,3.0,3.0,3.0,57.333,6,1,0,$0.00,0,0,5995
False,5.0,3.0,4.0,3.0,63.333,2,3,0,$0.00,0,0,5996
False,2.0,1.0,1.0,2.0,76.0,0,2,0,$0.00,0,0,5997
False,5.0,4.0,5.0,5.0,35.333,3,4,0,$0.00,0,0,5998
False,5.0,4.0,5.0,5.0,41.0,2,1,2,$27528.00,0,2,5999
False,2.0,2.0,3.0,3.0,35.333,0,1,0,$0.00,0,0,6000
False,4.0,3.0,4.0,4.0,58.0,3,9,1,$19890.00,0,1,6001
False,4.0,3.0,4.0,4.0,17.333,1,0,1,$29250.00,0,1,6002
False,3.0,2.0,5.0,5.0,66.667,11,6,1,$19250.00,0,1,6003
False,2.0,2.0,,,90.0,26,22,2,$17193.00,0,2,6004
False,5.0,4.0,5.0,5.0,28.0,4,3,0,$0.00,0,0,6005
False,1.0,1.0,3.0,2.0,127.667,10,8,3,$6760.00,0,3,6006
False,1.0,1.0,2.0,2.0,120.0,5,12,1,$16315.00,1,2,6007
False,4.0,5.0,4.0,3.0,2.667,0,0,0,$0.00,0,0,6008
False,4.0,4.0,4.0,4.0,40.667,2,4,0,$0.00,0,0,6009
False,1.0,1.0,2.0,4.0,50.0,1,0,1,$1950.00,0,1,6010
False,1.0,1.0,3.0,3.0,142.833,29,5,2,$14561.00,1,3,6011
False,1.0,1.0,3.0,3.0,139.333,0,17,0,$0.00,0,0,6012
False,3.0,2.0,3.0,4.0,78.667,13,7,1,$11408.00,0,1,6013
False,5.0,4.0,4.0,4.0,40.0,2,6,0,$0.00,0,0,6014
False,3.0,3.0,3.0,3.0,42.667,6,6,0,$0.00,0,0,6015
False,5.0,4.0,5.0,5.0,25.333,0,2,0,$0.00,0,0,6016
False,4.0,4.0,3.0,3.0,12.667,1,1,0,$0.00,0,0,6017
False,4.0,4.0,3.0,5.0,14.667,1,0,0,$0.00,0,0,6018
False,3.0,3.0,3.0,5.0,30.0,0,0,0,$0.00,0,0,6019
False,4.0,4.0,2.0,1.0,9.333,0,0,0,$0.00,0,0,6020
False,4.0,2.0,4.0,4.0,79.333,10,9,0,$0.00,0,0,6021
False,5.0,5.0,4.0,5.0,20.0,2,0,0,$0.00,0,0,6022
False,3.0,2.0,3.0,4.0,88.0,6,7,0,$0.00,0,0,6023
False,5.0,5.0,5.0,5.0,15.333,0,2,0,$0.00,0,0,6024
False,2.0,3.0,1.0,2.0,28.0,0,1,0,$0.00,0,0,6025
False,5.0,5.0,4.0,5.0,6.667,4,0,0,$0.00,0,0,6026
False,2.0,2.0,3.0,4.0,94.0,14,4,0,$0.00,0,0,6027
False,1.0,1.0,2.0,4.0,127.833,5,7,3,$31461.00,3,6,6028
False,2.0,1.0,4.0,4.0,102.0,4,5,3,$31005.00,0,3,6029
False,4.0,4.0,4.0,3.0,39.0,2,1,1,$3900.00,1,2,6030
False,2.0,2.0,2.0,3.0,72.667,5,8,0,$0.00,0,0,6031
False,4.0,3.0,5.0,5.0,51.333,0,2,0,$0.00,0,0,6032
False,2.0,1.0,1.0,2.0,99.167,7,13,0,$0.00,0,0,6033
False,1.0,1.0,4.0,4.0,97.0,3,7,3,$17843.00,0,3,6034
False,3.0,2.0,2.0,4.0,65.167,5,0,1,$8158.00,0,1,6035
False,3.0,2.0,3.0,2.0,92.5,5,15,1,$5200.00,0,1,6036
False,3.0,3.0,4.0,4.0,28.667,0,0,0,$0.00,0,0,6037
False,1.0,1.0,1.0,2.0,162.667,6,37,0,$0.00,0,0,6038
False,1.0,2.0,1.0,1.0,33.333,0,0,0,$0.00,0,0,6039
False,4.0,3.0,3.0,4.0,49.667,1,8,2,$11733.00,0,2,6040
False,4.0,4.0,3.0,3.0,40.0,2,1,0,$0.00,0,0,6041
False,1.0,1.0,3.0,3.0,62.667,0,2,0,$0.00,0,0,6042
False,4.0,4.0,4.0,5.0,31.333,0,3,0,$0.00,0,0,6043
False,5.0,4.0,5.0,5.0,32.0,1,0,0,$0.00,0,0,6044
False,5.0,5.0,4.0,3.0,2.667,3,0,0,$0.00,0,0,6045
False,2.0,1.0,4.0,4.0,60.0,0,0,0,$0.00,0,0,6046
False,3.0,2.0,5.0,5.0,89.833,0,13,1,$22100.00,1,2,6047
False,2.0,1.0,5.0,5.0,120.5,4,3,2,$48393.00,0,2,6048
False,4.0,4.0,4.0,4.0,14.0,0,0,1,$5200.00,0,1,6049
False,1.0,1.0,3.0,3.0,146.333,1,0,0,$0.00,0,0,6050
False,4.0,4.0,3.0,2.0,18.667,0,0,0,$0.00,0,0,6051
False,5.0,5.0,3.0,2.0,12.0,1,0,0,$0.00,0,0,6052
False,5.0,5.0,3.0,5.0,16.667,0,0,0,$0.00,0,0,6053
False,2.0,1.0,4.0,4.0,123.167,7,13,2,$7963.00,1,3,6054
False,2.0,2.0,4.0,3.0,30.0,1,1,0,$0.00,0,0,6055
False,3.0,2.0,5.0,5.0,34.667,0,2,0,$0.00,0,0,6056
False,2.0,2.0,4.0,5.0,31.333,0,0,0,$0.00,0,0,6057
False,5.0,5.0,5.0,5.0,9.333,0,1,0,$0.00,0,0,6058
False,3.0,3.0,5.0,5.0,62.0,2,10,0,$0.00,0,0,6059
False,5.0,4.0,,,12.0,0,0,0,$0.00,0,0,6060
False,1.0,1.0,1.0,1.0,126.833,7,11,1,$1170.00,0,1,6061
False,1.0,1.0,3.0,3.0,155.0,10,30,2,$12805.00,1,3,6062
False,1.0,2.0,1.0,2.0,37.333,0,1,0,$0.00,0,0,6063
False,5.0,5.0,4.0,4.0,6.0,0,0,0,$0.00,0,0,6064
False,5.0,4.0,3.0,4.0,20.667,1,0,0,$0.00,0,0,6065
False,5.0,5.0,4.0,5.0,18.667,0,2,0,$0.00,0,0,6066
False,2.0,2.0,1.0,1.0,94.0,4,8,1,$11700.00,0,1,6067
False,4.0,3.0,5.0,5.0,58.0,0,2,0,$0.00,0,0,6068
False,1.0,1.0,2.0,2.0,125.0,4,32,0,$0.00,0,0,6069
False,5.0,5.0,4.0,3.0,19.333,0,0,0,$0.00,0,0,6070
False,4.0,3.0,5.0,5.0,22.667,0,0,4,$4160.00,0,4,6071
False,3.0,2.0,5.0,5.0,89.5,4,0,1,$3218.00,0,1,6072
False,4.0,3.0,4.0,5.0,52.667,7,1,0,$0.00,0,0,6073
False,2.0,1.0,4.0,4.0,175.667,2,3,0,$0.00,1,1,6074
False,1.0,2.0,3.0,3.0,44.667,1,1,0,$0.00,0,0,6075
False,1.0,1.0,3.0,3.0,97.333,14,17,0,$0.00,0,0,6076
False,4.0,3.0,5.0,5.0,42.0,4,0,0,$0.00,0,0,6077
False,5.0,5.0,3.0,2.0,18.0,5,14,0,$0.00,0,0,6078
False,3.0,2.0,4.0,4.0,31.333,0,1,0,$0.00,0,0,6079
False,1.0,1.0,5.0,5.0,124.333,10,6,4,$16154.00,2,6,6080
False,1.0,1.0,2.0,3.0,130.833,4,14,2,$16023.00,1,3,6081
False,1.0,1.0,2.0,3.0,97.333,12,40,0,$0.00,0,0,6082
False,3.0,2.0,5.0,5.0,70.333,5,4,0,$0.00,0,0,6083
False,5.0,5.0,4.0,4.0,20.0,0,1,0,$0.00,0,0,6084
False,2.0,2.0,3.0,3.0,78.0,2,0,0,$0.00,0,0,6085
False,4.0,4.0,2.0,3.0,36.667,1,7,0,$0.00,0,0,6086
False,4.0,3.0,3.0,4.0,59.333,4,6,1,$6500.00,0,1,6087
False,2.0,2.0,3.0,2.0,77.667,3,9,0,$0.00,0,0,6088
False,4.0,3.0,4.0,4.0,47.333,6,11,1,$1593.00,0,1,6089
False,3.0,3.0,3.0,2.0,50.667,1,3,0,$0.00,0,0,6090
False,2.0,1.0,3.0,5.0,111.833,0,8,0,$0.00,0,0,6091
False,4.0,4.0,4.0,4.0,31.333,1,1,0,$0.00,0,0,6092
False,2.0,1.0,4.0,3.0,118.333,6,23,0,$0.00,1,1,6093
False,2.0,2.0,3.0,3.0,73.333,0,12,0,$0.00,0,0,6094
False,3.0,4.0,2.0,2.0,30.667,3,6,0,$0.00,0,0,6095
False,2.0,1.0,4.0,4.0,126.667,8,47,1,$11993.00,0,1,6096
False,3.0,2.0,4.0,4.0,74.333,7,9,2,$19760.00,0,2,6097
False,2.0,2.0,3.0,2.0,66.0,8,12,0,$0.00,0,0,6098
False,1.0,1.0,3.0,4.0,100.667,8,37,0,$0.00,2,2,6099
False,1.0,1.0,3.0,3.0,134.167,3,32,0,$0.00,0,0,6100
False,2.0,3.0,2.0,2.0,43.333,1,5,0,$0.00,0,0,6101
False,2.0,3.0,1.0,1.0,54.667,0,11,0,$0.00,0,0,6102
False,1.0,1.0,3.0,4.0,119.333,7,21,2,$44591.00,0,2,6103
False,1.0,1.0,1.0,1.0,163.667,12,16,1,$13500.00,0,1,6104
False,1.0,1.0,3.0,3.0,132.667,9,34,1,$7410.00,1,2,6105
False,1.0,1.0,3.0,4.0,146.833,4,17,0,$0.00,0,0,6106
False,3.0,2.0,4.0,4.0,86.167,6,17,2,$16185.00,0,2,6107
False,3.0,2.0,3.0,3.0,71.333,1,6,0,$0.00,0,0,6108
False,5.0,3.0,4.0,4.0,44.0,2,3,0,$0.00,1,1,6109
False,4.0,4.0,4.0,4.0,41.333,6,4,0,$0.00,0,0,6110
False,4.0,4.0,2.0,4.0,29.333,0,2,0,$0.00,0,0,6111
False,5.0,4.0,2.0,4.0,33.333,0,0,0,$0.00,0,0,6112
False,4.0,4.0,4.0,4.0,34.667,3,13,0,$0.00,0,0,6113
False,4.0,4.0,3.0,3.0,31.333,3,0,0,$0.00,0,0,6114
False,4.0,4.0,3.0,3.0,24.0,3,0,0,$0.00,0,0,6115
False,2.0,2.0,3.0,2.0,83.333,2,11,2,$9003.00,0,2,6116
False,5.0,4.0,4.0,3.0,24.0,1,6,0,$0.00,0,0,6117
False,4.0,3.0,4.0,4.0,63.833,8,4,5,$8580.00,0,5,6118
False,5.0,4.0,4.0,4.0,38.667,1,5,0,$0.00,0,0,6119
False,4.0,3.0,4.0,5.0,58.667,2,11,0,$0.00,0,0,6120
False,5.0,3.0,4.0,4.0,57.333,2,3,1,$8100.00,0,1,6121
False,5.0,3.0,4.0,5.0,56.333,2,7,0,$0.00,0,0,6122
False,2.0,2.0,3.0,3.0,82.333,17,1,2,$20574.00,0,2,6123
False,3.0,3.0,2.0,1.0,50.667,0,17,0,$0.00,0,0,6124
False,4.0,3.0,5.0,5.0,52.5,4,7,1,$2438.00,0,1,6125
False,3.0,4.0,4.0,5.0,39.333,0,0,0,$0.00,0,0,6126
False,3.0,2.0,4.0,4.0,70.0,3,9,2,$15438.00,0,2,6127
False,4.0,4.0,3.0,3.0,40.667,0,4,0,$0.00,0,0,6128
False,1.0,2.0,2.0,3.0,76.333,2,11,0,$0.00,0,0,6129
False,4.0,2.0,4.0,4.0,70.667,5,10,0,$0.00,0,0,6130
False,1.0,1.0,3.0,4.0,96.5,3,11,2,$12473.00,0,2,6131
False,5.0,4.0,3.0,3.0,34.667,1,11,0,$0.00,0,0,6132
False,4.0,3.0,3.0,2.0,53.333,1,4,1,$5460.00,0,1,6133
False,4.0,3.0,4.0,4.0,47.333,0,0,0,$0.00,0,0,6134
False,3.0,2.0,4.0,4.0,69.333,2,10,1,$7735.00,0,1,6135
False,5.0,4.0,3.0,3.0,30.667,2,2,0,$0.00,0,0,6136
False,5.0,4.0,4.0,4.0,22.667,2,2,1,$3413.00,0,1,6137
False,4.0,3.0,4.0,5.0,60.667,1,0,0,$0.00,1,1,6138
False,3.0,3.0,3.0,4.0,64.667,0,8,1,$7020.00,0,1,6139
False,5.0,4.0,3.0,3.0,33.333,3,3,0,$0.00,0,0,6140
False,4.0,3.0,4.0,4.0,50.667,2,9,0,$0.00,0,0,6141
False,4.0,4.0,4.0,4.0,26.667,0,3,0,$0.00,0,0,6142
False,4.0,3.0,2.0,2.0,44.0,8,10,0,$0.00,0,0,6143
False,2.0,1.0,4.0,5.0,140.333,33,22,1,$10791.00,0,1,6144
False,4.0,4.0,4.0,5.0,24.667,0,2,0,$0.00,0,0,6145
False,2.0,1.0,5.0,5.0,173.833,11,11,2,$26900.00,0,2,6146
False,5.0,4.0,4.0,5.0,37.333,1,4,0,$0.00,0,0,6147
False,5.0,4.0,5.0,5.0,34.667,1,0,0,$0.00,0,0,6148
False,1.0,1.0,3.0,2.0,133.333,11,11,1,$21808.00,0,1,6149
False,4.0,3.0,4.0,4.0,43.833,12,6,1,$17945.00,1,2,6150
False,5.0,3.0,4.0,4.0,47.333,0,8,1,$9946.00,0,1,6151
False,3.0,3.0,3.0,4.0,45.333,1,11,0,$0.00,0,0,6152
False,5.0,4.0,4.0,4.0,38.0,3,9,0,$0.00,0,0,6153
False,5.0,4.0,4.0,4.0,38.0,6,0,0,$0.00,0,0,6154
False,2.0,2.0,2.0,2.0,89.333,5,16,1,$5200.00,0,1,6155
False,4.0,4.0,4.0,5.0,24.0,1,1,0,$0.00,0,0,6156
False,5.0,3.0,4.0,4.0,48.667,0,0,0,$0.00,0,0,6157
False,3.0,2.0,4.0,4.0,76.333,13,6,1,$16251.00,0,1,6158
False,5.0,4.0,4.0,5.0,26.667,0,2,0,$0.00,0,0,6159
False,4.0,3.0,4.0,4.0,48.0,6,9,0,$0.00,0,0,6160
False,4.0,3.0,4.0,4.0,62.667,4,14,0,$0.00,0,0,6161
False,4.0,3.0,4.0,5.0,59.333,4,3,1,$5915.00,0,1,6162
False,2.0,2.0,2.0,3.0,68.0,5,27,2,$15015.00,0,2,6163
False,1.0,1.0,3.0,2.0,122.0,3,8,2,$8873.00,0,2,6164
False,5.0,5.0,3.0,4.0,15.333,0,0,0,$0.00,0,0,6165
False,5.0,4.0,5.0,5.0,38.0,4,0,0,$0.00,0,0,6166
False,3.0,2.0,2.0,1.0,68.667,0,1,2,$7996.00,0,2,6167
